Date,IsHoliday,Month,Day,Hour,Minute,DayOfWeek,Season,Daylight time,Hora,EPV
8/14/2017 19:45,0,8,14,19,45,2,Summer,summer-time,19:45,0.815
8/14/2017 20:00,0,8,14,20,0,2,Summer,summer-time,20:0,0
8/14/2017 20:15,0,8,14,20,15,2,Summer,summer-time,20:15,0
8/14/2017 20:30,0,8,14,20,30,2,Summer,summer-time,20:30,0
8/14/2017 20:45,0,8,14,20,45,2,Summer,summer-time,20:45,0
8/14/2017 21:00,0,8,14,21,0,2,Summer,summer-time,21:0,0
8/14/2017 21:15,0,8,14,21,15,2,Summer,summer-time,21:15,0
8/14/2017 21:30,0,8,14,21,30,2,Summer,summer-time,21:30,0
8/14/2017 21:45,0,8,14,21,45,2,Summer,summer-time,21:45,0
8/14/2017 22:00,0,8,14,22,0,2,Summer,summer-time,22:0,0
8/14/2017 22:15,0,8,14,22,15,2,Summer,summer-time,22:15,0
8/14/2017 22:30,0,8,14,22,30,2,Summer,summer-time,22:30,0
8/14/2017 22:45,0,8,14,22,45,2,Summer,summer-time,22:45,0
8/14/2017 23:00,0,8,14,23,0,2,Summer,summer-time,23:0,0
8/14/2017 23:15,0,8,14,23,15,2,Summer,summer-time,23:15,0
8/14/2017 23:30,0,8,14,23,30,2,Summer,summer-time,23:30,0
8/14/2017 23:45,0,8,14,23,45,2,Summer,summer-time,23:45,0
8/15/2017 0:00,1,8,15,0,0,3,Summer,summer-time,0:0,0
8/15/2017 0:15,1,8,15,0,15,3,Summer,summer-time,0:15,0
8/15/2017 0:30,1,8,15,0,30,3,Summer,summer-time,0:30,0
8/15/2017 0:45,1,8,15,0,45,3,Summer,summer-time,0:45,0
8/15/2017 1:00,1,8,15,1,0,3,Summer,summer-time,1:0,0
8/15/2017 1:15,1,8,15,1,15,3,Summer,summer-time,1:15,0
8/15/2017 1:30,1,8,15,1,30,3,Summer,summer-time,1:30,0
8/15/2017 1:45,1,8,15,1,45,3,Summer,summer-time,1:45,0
8/15/2017 2:00,1,8,15,2,0,3,Summer,summer-time,2:0,0
8/15/2017 2:15,1,8,15,2,15,3,Summer,summer-time,2:15,0
8/15/2017 2:30,1,8,15,2,30,3,Summer,summer-time,2:30,0
8/15/2017 2:45,1,8,15,2,45,3,Summer,summer-time,2:45,0
8/15/2017 3:00,1,8,15,3,0,3,Summer,summer-time,3:0,0
8/15/2017 3:15,1,8,15,3,15,3,Summer,summer-time,3:15,0
8/15/2017 3:30,1,8,15,3,30,3,Summer,summer-time,3:30,0
8/15/2017 3:45,1,8,15,3,45,3,Summer,summer-time,3:45,0
8/15/2017 4:00,1,8,15,4,0,3,Summer,summer-time,4:0,0
8/15/2017 4:15,1,8,15,4,15,3,Summer,summer-time,4:15,0
8/15/2017 4:30,1,8,15,4,30,3,Summer,summer-time,4:30,0
8/15/2017 4:45,1,8,15,4,45,3,Summer,summer-time,4:45,0
8/15/2017 5:00,1,8,15,5,0,3,Summer,summer-time,5:0,0
8/15/2017 5:15,1,8,15,5,15,3,Summer,summer-time,5:15,0
8/15/2017 5:30,1,8,15,5,30,3,Summer,summer-time,5:30,0
8/15/2017 5:45,1,8,15,5,45,3,Summer,summer-time,5:45,0
8/15/2017 6:00,1,8,15,6,0,3,Summer,summer-time,6:0,0
8/15/2017 6:15,1,8,15,6,15,3,Summer,summer-time,6:15,3.2175
8/15/2017 6:30,1,8,15,6,30,3,Summer,summer-time,6:30,6.435
8/15/2017 6:45,1,8,15,6,45,3,Summer,summer-time,6:45,9.6525
8/15/2017 7:00,1,8,15,7,0,3,Summer,summer-time,7:0,12.87
8/15/2017 7:15,1,8,15,7,15,3,Summer,summer-time,7:15,29.2475
8/15/2017 7:30,1,8,15,7,30,3,Summer,summer-time,7:30,45.625
8/15/2017 7:45,1,8,15,7,45,3,Summer,summer-time,7:45,62.0025
8/15/2017 8:00,1,8,15,8,0,3,Summer,summer-time,8:0,78.38
8/15/2017 8:15,1,8,15,8,15,3,Summer,summer-time,8:15,95.615
8/15/2017 8:30,1,8,15,8,30,3,Summer,summer-time,8:30,112.85
8/15/2017 8:45,1,8,15,8,45,3,Summer,summer-time,8:45,130.085
8/15/2017 9:00,1,8,15,9,0,3,Summer,summer-time,9:0,147.32
8/15/2017 9:15,1,8,15,9,15,3,Summer,summer-time,9:15,160.9275
8/15/2017 9:30,1,8,15,9,30,3,Summer,summer-time,9:30,174.535
8/15/2017 9:45,1,8,15,9,45,3,Summer,summer-time,9:45,188.1425
8/15/2017 10:00,1,8,15,10,0,3,Summer,summer-time,10:0,201.75
8/15/2017 10:15,1,8,15,10,15,3,Summer,summer-time,10:15,210.5825
8/15/2017 10:30,1,8,15,10,30,3,Summer,summer-time,10:30,219.415
8/15/2017 10:45,1,8,15,10,45,3,Summer,summer-time,10:45,228.2475
8/15/2017 11:00,1,8,15,11,0,3,Summer,summer-time,11:0,237.08
8/15/2017 11:15,1,8,15,11,15,3,Summer,summer-time,11:15,241.5075
8/15/2017 11:30,1,8,15,11,30,3,Summer,summer-time,11:30,245.935
8/15/2017 11:45,1,8,15,11,45,3,Summer,summer-time,11:45,250.3625
8/15/2017 12:00,1,8,15,12,0,3,Summer,summer-time,12:0,254.79
8/15/2017 12:15,1,8,15,12,15,3,Summer,summer-time,12:15,254.865
8/15/2017 12:30,1,8,15,12,30,3,Summer,summer-time,12:30,254.94
8/15/2017 12:45,1,8,15,12,45,3,Summer,summer-time,12:45,255.015
8/15/2017 13:00,1,8,15,13,0,3,Summer,summer-time,13:0,255.09
8/15/2017 13:15,1,8,15,13,15,3,Summer,summer-time,13:15,252.035
8/15/2017 13:30,1,8,15,13,30,3,Summer,summer-time,13:30,248.98
8/15/2017 13:45,1,8,15,13,45,3,Summer,summer-time,13:45,245.925
8/15/2017 14:00,1,8,15,14,0,3,Summer,summer-time,14:0,242.87
8/15/2017 14:15,1,8,15,14,15,3,Summer,summer-time,14:15,235.9725
8/15/2017 14:30,1,8,15,14,30,3,Summer,summer-time,14:30,229.075
8/15/2017 14:45,1,8,15,14,45,3,Summer,summer-time,14:45,222.1775
8/15/2017 15:00,1,8,15,15,0,3,Summer,summer-time,15:0,215.28
8/15/2017 15:15,1,8,15,15,15,3,Summer,summer-time,15:15,204.29
8/15/2017 15:30,1,8,15,15,30,3,Summer,summer-time,15:30,193.3
8/15/2017 15:45,1,8,15,15,45,3,Summer,summer-time,15:45,182.31
8/15/2017 16:00,1,8,15,16,0,3,Summer,summer-time,16:0,171.32
8/15/2017 16:15,1,8,15,16,15,3,Summer,summer-time,16:15,156.37
8/15/2017 16:30,1,8,15,16,30,3,Summer,summer-time,16:30,141.42
8/15/2017 16:45,1,8,15,16,45,3,Summer,summer-time,16:45,126.47
8/15/2017 17:00,1,8,15,17,0,3,Summer,summer-time,17:0,111.52
8/15/2017 17:15,1,8,15,17,15,3,Summer,summer-time,17:15,94.1525
8/15/2017 17:30,1,8,15,17,30,3,Summer,summer-time,17:30,76.785
8/15/2017 17:45,1,8,15,17,45,3,Summer,summer-time,17:45,59.4175
8/15/2017 18:00,1,8,15,18,0,3,Summer,summer-time,18:0,42.05
8/15/2017 18:15,1,8,15,18,15,3,Summer,summer-time,18:15,32.34
8/15/2017 18:30,1,8,15,18,30,3,Summer,summer-time,18:30,22.63
8/15/2017 18:45,1,8,15,18,45,3,Summer,summer-time,18:45,12.92
8/15/2017 19:00,1,8,15,19,0,3,Summer,summer-time,19:0,3.21
8/15/2017 19:15,1,8,15,19,15,3,Summer,summer-time,19:15,2.4075
8/15/2017 19:30,1,8,15,19,30,3,Summer,summer-time,19:30,1.605
8/15/2017 19:45,1,8,15,19,45,3,Summer,summer-time,19:45,0.8025
8/15/2017 20:00,1,8,15,20,0,3,Summer,summer-time,20:0,0
8/15/2017 20:15,1,8,15,20,15,3,Summer,summer-time,20:15,0
8/15/2017 20:30,1,8,15,20,30,3,Summer,summer-time,20:30,0
8/15/2017 20:45,1,8,15,20,45,3,Summer,summer-time,20:45,0
8/15/2017 21:00,1,8,15,21,0,3,Summer,summer-time,21:0,0
8/15/2017 21:15,1,8,15,21,15,3,Summer,summer-time,21:15,0
8/15/2017 21:30,1,8,15,21,30,3,Summer,summer-time,21:30,0
8/15/2017 21:45,1,8,15,21,45,3,Summer,summer-time,21:45,0
8/15/2017 22:00,1,8,15,22,0,3,Summer,summer-time,22:0,0
8/15/2017 22:15,1,8,15,22,15,3,Summer,summer-time,22:15,0
8/15/2017 22:30,1,8,15,22,30,3,Summer,summer-time,22:30,0
8/15/2017 22:45,1,8,15,22,45,3,Summer,summer-time,22:45,0
8/15/2017 23:00,1,8,15,23,0,3,Summer,summer-time,23:0,0
8/15/2017 23:15,1,8,15,23,15,3,Summer,summer-time,23:15,0
8/15/2017 23:30,1,8,15,23,30,3,Summer,summer-time,23:30,0
8/15/2017 23:45,1,8,15,23,45,3,Summer,summer-time,23:45,0
8/16/2017 0:00,0,8,16,0,0,4,Summer,summer-time,0:0,0
8/16/2017 0:15,0,8,16,0,15,4,Summer,summer-time,0:15,0
8/16/2017 0:30,0,8,16,0,30,4,Summer,summer-time,0:30,0
8/16/2017 0:45,0,8,16,0,45,4,Summer,summer-time,0:45,0
8/16/2017 1:00,0,8,16,1,0,4,Summer,summer-time,1:0,0
8/16/2017 1:15,0,8,16,1,15,4,Summer,summer-time,1:15,0
8/16/2017 1:30,0,8,16,1,30,4,Summer,summer-time,1:30,0
8/16/2017 1:45,0,8,16,1,45,4,Summer,summer-time,1:45,0
8/16/2017 2:00,0,8,16,2,0,4,Summer,summer-time,2:0,0
8/16/2017 2:15,0,8,16,2,15,4,Summer,summer-time,2:15,0
8/16/2017 2:30,0,8,16,2,30,4,Summer,summer-time,2:30,0
8/16/2017 2:45,0,8,16,2,45,4,Summer,summer-time,2:45,0
8/16/2017 3:00,0,8,16,3,0,4,Summer,summer-time,3:0,0
8/16/2017 3:15,0,8,16,3,15,4,Summer,summer-time,3:15,0
8/16/2017 3:30,0,8,16,3,30,4,Summer,summer-time,3:30,0
8/16/2017 3:45,0,8,16,3,45,4,Summer,summer-time,3:45,0
8/16/2017 4:00,0,8,16,4,0,4,Summer,summer-time,4:0,0
8/16/2017 4:15,0,8,16,4,15,4,Summer,summer-time,4:15,0
8/16/2017 4:30,0,8,16,4,30,4,Summer,summer-time,4:30,0
8/16/2017 4:45,0,8,16,4,45,4,Summer,summer-time,4:45,0
8/16/2017 5:00,0,8,16,5,0,4,Summer,summer-time,5:0,0
8/16/2017 5:15,0,8,16,5,15,4,Summer,summer-time,5:15,0
8/16/2017 5:30,0,8,16,5,30,4,Summer,summer-time,5:30,0
8/16/2017 5:45,0,8,16,5,45,4,Summer,summer-time,5:45,0
8/16/2017 6:00,0,8,16,6,0,4,Summer,summer-time,6:0,0
8/16/2017 6:15,0,8,16,6,15,4,Summer,summer-time,6:15,3.11
8/16/2017 6:30,0,8,16,6,30,4,Summer,summer-time,6:30,6.22
8/16/2017 6:45,0,8,16,6,45,4,Summer,summer-time,6:45,9.33
8/16/2017 7:00,0,8,16,7,0,4,Summer,summer-time,7:0,12.44
8/16/2017 7:15,0,8,16,7,15,4,Summer,summer-time,7:15,28.2675
8/16/2017 7:30,0,8,16,7,30,4,Summer,summer-time,7:30,44.095
8/16/2017 7:45,0,8,16,7,45,4,Summer,summer-time,7:45,59.9225
8/16/2017 8:00,0,8,16,8,0,4,Summer,summer-time,8:0,75.75
8/16/2017 8:15,0,8,16,8,15,4,Summer,summer-time,8:15,92.215
8/16/2017 8:30,0,8,16,8,30,4,Summer,summer-time,8:30,108.68
8/16/2017 8:45,0,8,16,8,45,4,Summer,summer-time,8:45,125.145
8/16/2017 9:00,0,8,16,9,0,4,Summer,summer-time,9:0,141.61
8/16/2017 9:15,0,8,16,9,15,4,Summer,summer-time,9:15,154.3
8/16/2017 9:30,0,8,16,9,30,4,Summer,summer-time,9:30,166.99
8/16/2017 9:45,0,8,16,9,45,4,Summer,summer-time,9:45,179.68
8/16/2017 10:00,0,8,16,10,0,4,Summer,summer-time,10:0,192.37
8/16/2017 10:15,0,8,16,10,15,4,Summer,summer-time,10:15,201.38
8/16/2017 10:30,0,8,16,10,30,4,Summer,summer-time,10:30,210.39
8/16/2017 10:45,0,8,16,10,45,4,Summer,summer-time,10:45,219.4
8/16/2017 11:00,0,8,16,11,0,4,Summer,summer-time,11:0,228.41
8/16/2017 11:15,0,8,16,11,15,4,Summer,summer-time,11:15,233.6775
8/16/2017 11:30,0,8,16,11,30,4,Summer,summer-time,11:30,238.945
8/16/2017 11:45,0,8,16,11,45,4,Summer,summer-time,11:45,244.2125
8/16/2017 12:00,0,8,16,12,0,4,Summer,summer-time,12:0,249.48
8/16/2017 12:15,0,8,16,12,15,4,Summer,summer-time,12:15,250.745
8/16/2017 12:30,0,8,16,12,30,4,Summer,summer-time,12:30,252.01
8/16/2017 12:45,0,8,16,12,45,4,Summer,summer-time,12:45,253.275
8/16/2017 13:00,0,8,16,13,0,4,Summer,summer-time,13:0,254.54
8/16/2017 13:15,0,8,16,13,15,4,Summer,summer-time,13:15,251.285
8/16/2017 13:30,0,8,16,13,30,4,Summer,summer-time,13:30,248.03
8/16/2017 13:45,0,8,16,13,45,4,Summer,summer-time,13:45,244.775
8/16/2017 14:00,0,8,16,14,0,4,Summer,summer-time,14:0,241.52
8/16/2017 14:15,0,8,16,14,15,4,Summer,summer-time,14:15,234.4625
8/16/2017 14:30,0,8,16,14,30,4,Summer,summer-time,14:30,227.405
8/16/2017 14:45,0,8,16,14,45,4,Summer,summer-time,14:45,220.3475
8/16/2017 15:00,0,8,16,15,0,4,Summer,summer-time,15:0,213.29
8/16/2017 15:15,0,8,16,15,15,4,Summer,summer-time,15:15,202.195
8/16/2017 15:30,0,8,16,15,30,4,Summer,summer-time,15:30,191.1
8/16/2017 15:45,0,8,16,15,45,4,Summer,summer-time,15:45,180.005
8/16/2017 16:00,0,8,16,16,0,4,Summer,summer-time,16:0,168.91
8/16/2017 16:15,0,8,16,16,15,4,Summer,summer-time,16:15,153.875
8/16/2017 16:30,0,8,16,16,30,4,Summer,summer-time,16:30,138.84
8/16/2017 16:45,0,8,16,16,45,4,Summer,summer-time,16:45,123.805
8/16/2017 17:00,0,8,16,17,0,4,Summer,summer-time,17:0,108.77
8/16/2017 17:15,0,8,16,17,15,4,Summer,summer-time,17:15,91.6875
8/16/2017 17:30,0,8,16,17,30,4,Summer,summer-time,17:30,74.605
8/16/2017 17:45,0,8,16,17,45,4,Summer,summer-time,17:45,57.5225
8/16/2017 18:00,0,8,16,18,0,4,Summer,summer-time,18:0,40.44
8/16/2017 18:15,0,8,16,18,15,4,Summer,summer-time,18:15,31.0625
8/16/2017 18:30,0,8,16,18,30,4,Summer,summer-time,18:30,21.685
8/16/2017 18:45,0,8,16,18,45,4,Summer,summer-time,18:45,12.3075
8/16/2017 19:00,0,8,16,19,0,4,Summer,summer-time,19:0,2.93
8/16/2017 19:15,0,8,16,19,15,4,Summer,summer-time,19:15,2.1975
8/16/2017 19:30,0,8,16,19,30,4,Summer,summer-time,19:30,1.465
8/16/2017 19:45,0,8,16,19,45,4,Summer,summer-time,19:45,0.7325
8/16/2017 20:00,0,8,16,20,0,4,Summer,summer-time,20:0,0
8/16/2017 20:15,0,8,16,20,15,4,Summer,summer-time,20:15,0
8/16/2017 20:30,0,8,16,20,30,4,Summer,summer-time,20:30,0
8/16/2017 20:45,0,8,16,20,45,4,Summer,summer-time,20:45,0
8/16/2017 21:00,0,8,16,21,0,4,Summer,summer-time,21:0,0
8/16/2017 21:15,0,8,16,21,15,4,Summer,summer-time,21:15,0
8/16/2017 21:30,0,8,16,21,30,4,Summer,summer-time,21:30,0
8/16/2017 21:45,0,8,16,21,45,4,Summer,summer-time,21:45,0
8/16/2017 22:00,0,8,16,22,0,4,Summer,summer-time,22:0,0
8/16/2017 22:15,0,8,16,22,15,4,Summer,summer-time,22:15,0
8/16/2017 22:30,0,8,16,22,30,4,Summer,summer-time,22:30,0
8/16/2017 22:45,0,8,16,22,45,4,Summer,summer-time,22:45,0
8/16/2017 23:00,0,8,16,23,0,4,Summer,summer-time,23:0,0
8/16/2017 23:15,0,8,16,23,15,4,Summer,summer-time,23:15,0
8/16/2017 23:30,0,8,16,23,30,4,Summer,summer-time,23:30,0
8/16/2017 23:45,0,8,16,23,45,4,Summer,summer-time,23:45,0
8/17/2017 0:00,0,8,17,0,0,5,Summer,summer-time,0:0,0
8/17/2017 0:15,0,8,17,0,15,5,Summer,summer-time,0:15,0
8/17/2017 0:30,0,8,17,0,30,5,Summer,summer-time,0:30,0
8/17/2017 0:45,0,8,17,0,45,5,Summer,summer-time,0:45,0
8/17/2017 1:00,0,8,17,1,0,5,Summer,summer-time,1:0,0
8/17/2017 1:15,0,8,17,1,15,5,Summer,summer-time,1:15,0
8/17/2017 1:30,0,8,17,1,30,5,Summer,summer-time,1:30,0
8/17/2017 1:45,0,8,17,1,45,5,Summer,summer-time,1:45,0
8/17/2017 2:00,0,8,17,2,0,5,Summer,summer-time,2:0,0
8/17/2017 2:15,0,8,17,2,15,5,Summer,summer-time,2:15,0
8/17/2017 2:30,0,8,17,2,30,5,Summer,summer-time,2:30,0
8/17/2017 2:45,0,8,17,2,45,5,Summer,summer-time,2:45,0
8/17/2017 3:00,0,8,17,3,0,5,Summer,summer-time,3:0,0
8/17/2017 3:15,0,8,17,3,15,5,Summer,summer-time,3:15,0
8/17/2017 3:30,0,8,17,3,30,5,Summer,summer-time,3:30,0
8/17/2017 3:45,0,8,17,3,45,5,Summer,summer-time,3:45,0
8/17/2017 4:00,0,8,17,4,0,5,Summer,summer-time,4:0,0
8/17/2017 4:15,0,8,17,4,15,5,Summer,summer-time,4:15,0
8/17/2017 4:30,0,8,17,4,30,5,Summer,summer-time,4:30,0
8/17/2017 4:45,0,8,17,4,45,5,Summer,summer-time,4:45,0
8/17/2017 5:00,0,8,17,5,0,5,Summer,summer-time,5:0,0
8/17/2017 5:15,0,8,17,5,15,5,Summer,summer-time,5:15,0
8/17/2017 5:30,0,8,17,5,30,5,Summer,summer-time,5:30,0
8/17/2017 5:45,0,8,17,5,45,5,Summer,summer-time,5:45,0
8/17/2017 6:00,0,8,17,6,0,5,Summer,summer-time,6:0,0
8/17/2017 6:15,0,8,17,6,15,5,Summer,summer-time,6:15,3.01
8/17/2017 6:30,0,8,17,6,30,5,Summer,summer-time,6:30,6.02
8/17/2017 6:45,0,8,17,6,45,5,Summer,summer-time,6:45,9.03
8/17/2017 7:00,0,8,17,7,0,5,Summer,summer-time,7:0,12.04
8/17/2017 7:15,0,8,17,7,15,5,Summer,summer-time,7:15,18.715
8/17/2017 7:30,0,8,17,7,30,5,Summer,summer-time,7:30,25.39
8/17/2017 7:45,0,8,17,7,45,5,Summer,summer-time,7:45,32.065
8/17/2017 8:00,0,8,17,8,0,5,Summer,summer-time,8:0,38.74
8/17/2017 8:15,0,8,17,8,15,5,Summer,summer-time,8:15,60.295
8/17/2017 8:30,0,8,17,8,30,5,Summer,summer-time,8:30,81.85
8/17/2017 8:45,0,8,17,8,45,5,Summer,summer-time,8:45,103.405
8/17/2017 9:00,0,8,17,9,0,5,Summer,summer-time,9:0,124.96
8/17/2017 9:15,0,8,17,9,15,5,Summer,summer-time,9:15,140.04
8/17/2017 9:30,0,8,17,9,30,5,Summer,summer-time,9:30,155.12
8/17/2017 9:45,0,8,17,9,45,5,Summer,summer-time,9:45,170.2
8/17/2017 10:00,0,8,17,10,0,5,Summer,summer-time,10:0,185.28
8/17/2017 10:15,0,8,17,10,15,5,Summer,summer-time,10:15,196.6625
8/17/2017 10:30,0,8,17,10,30,5,Summer,summer-time,10:30,208.045
8/17/2017 10:45,0,8,17,10,45,5,Summer,summer-time,10:45,219.4275
8/17/2017 11:00,0,8,17,11,0,5,Summer,summer-time,11:0,230.81
8/17/2017 11:15,0,8,17,11,15,5,Summer,summer-time,11:15,235.705
8/17/2017 11:30,0,8,17,11,30,5,Summer,summer-time,11:30,240.6
8/17/2017 11:45,0,8,17,11,45,5,Summer,summer-time,11:45,245.495
8/17/2017 12:00,0,8,17,12,0,5,Summer,summer-time,12:0,250.39
8/17/2017 12:15,0,8,17,12,15,5,Summer,summer-time,12:15,251.2075
8/17/2017 12:30,0,8,17,12,30,5,Summer,summer-time,12:30,252.025
8/17/2017 12:45,0,8,17,12,45,5,Summer,summer-time,12:45,252.8425
8/17/2017 13:00,0,8,17,13,0,5,Summer,summer-time,13:0,253.66
8/17/2017 13:15,0,8,17,13,15,5,Summer,summer-time,13:15,251.8
8/17/2017 13:30,0,8,17,13,30,5,Summer,summer-time,13:30,249.94
8/17/2017 13:45,0,8,17,13,45,5,Summer,summer-time,13:45,248.08
8/17/2017 14:00,0,8,17,14,0,5,Summer,summer-time,14:0,246.22
8/17/2017 14:15,0,8,17,14,15,5,Summer,summer-time,14:15,239.3625
8/17/2017 14:30,0,8,17,14,30,5,Summer,summer-time,14:30,232.505
8/17/2017 14:45,0,8,17,14,45,5,Summer,summer-time,14:45,225.6475
8/17/2017 15:00,0,8,17,15,0,5,Summer,summer-time,15:0,218.79
8/17/2017 15:15,0,8,17,15,15,5,Summer,summer-time,15:15,207.53
8/17/2017 15:30,0,8,17,15,30,5,Summer,summer-time,15:30,196.27
8/17/2017 15:45,0,8,17,15,45,5,Summer,summer-time,15:45,185.01
8/17/2017 16:00,0,8,17,16,0,5,Summer,summer-time,16:0,173.75
8/17/2017 16:15,0,8,17,16,15,5,Summer,summer-time,16:15,158.515
8/17/2017 16:30,0,8,17,16,30,5,Summer,summer-time,16:30,143.28
8/17/2017 16:45,0,8,17,16,45,5,Summer,summer-time,16:45,128.045
8/17/2017 17:00,0,8,17,17,0,5,Summer,summer-time,17:0,112.81
8/17/2017 17:15,0,8,17,17,15,5,Summer,summer-time,17:15,95.0325
8/17/2017 17:30,0,8,17,17,30,5,Summer,summer-time,17:30,77.255
8/17/2017 17:45,0,8,17,17,45,5,Summer,summer-time,17:45,59.4775
8/17/2017 18:00,0,8,17,18,0,5,Summer,summer-time,18:0,41.7
8/17/2017 18:15,0,8,17,18,15,5,Summer,summer-time,18:15,32
8/17/2017 18:30,0,8,17,18,30,5,Summer,summer-time,18:30,22.3
8/17/2017 18:45,0,8,17,18,45,5,Summer,summer-time,18:45,12.6
8/17/2017 19:00,0,8,17,19,0,5,Summer,summer-time,19:0,2.9
8/17/2017 19:15,0,8,17,19,15,5,Summer,summer-time,19:15,2.175
8/17/2017 19:30,0,8,17,19,30,5,Summer,summer-time,19:30,1.45
8/17/2017 19:45,0,8,17,19,45,5,Summer,summer-time,19:45,0.725
8/17/2017 20:00,0,8,17,20,0,5,Summer,summer-time,20:0,0
8/17/2017 20:15,0,8,17,20,15,5,Summer,summer-time,20:15,0
8/17/2017 20:30,0,8,17,20,30,5,Summer,summer-time,20:30,0
8/17/2017 20:45,0,8,17,20,45,5,Summer,summer-time,20:45,0
8/17/2017 21:00,0,8,17,21,0,5,Summer,summer-time,21:0,0
8/17/2017 21:15,0,8,17,21,15,5,Summer,summer-time,21:15,0
8/17/2017 21:30,0,8,17,21,30,5,Summer,summer-time,21:30,0
8/17/2017 21:45,0,8,17,21,45,5,Summer,summer-time,21:45,0
8/17/2017 22:00,0,8,17,22,0,5,Summer,summer-time,22:0,0
8/17/2017 22:15,0,8,17,22,15,5,Summer,summer-time,22:15,0
8/17/2017 22:30,0,8,17,22,30,5,Summer,summer-time,22:30,0
8/17/2017 22:45,0,8,17,22,45,5,Summer,summer-time,22:45,0
8/17/2017 23:00,0,8,17,23,0,5,Summer,summer-time,23:0,0
8/17/2017 23:15,0,8,17,23,15,5,Summer,summer-time,23:15,0
8/17/2017 23:30,0,8,17,23,30,5,Summer,summer-time,23:30,0
8/17/2017 23:45,0,8,17,23,45,5,Summer,summer-time,23:45,0
8/18/2017 0:00,0,8,18,0,0,6,Summer,summer-time,0:0,0
8/18/2017 0:15,0,8,18,0,15,6,Summer,summer-time,0:15,0
8/18/2017 0:30,0,8,18,0,30,6,Summer,summer-time,0:30,0
8/18/2017 0:45,0,8,18,0,45,6,Summer,summer-time,0:45,0
8/18/2017 1:00,0,8,18,1,0,6,Summer,summer-time,1:0,0
8/18/2017 1:15,0,8,18,1,15,6,Summer,summer-time,1:15,0
8/18/2017 1:30,0,8,18,1,30,6,Summer,summer-time,1:30,0
8/18/2017 1:45,0,8,18,1,45,6,Summer,summer-time,1:45,0
8/18/2017 2:00,0,8,18,2,0,6,Summer,summer-time,2:0,0
8/18/2017 2:15,0,8,18,2,15,6,Summer,summer-time,2:15,0
8/18/2017 2:30,0,8,18,2,30,6,Summer,summer-time,2:30,0
8/18/2017 2:45,0,8,18,2,45,6,Summer,summer-time,2:45,0
8/18/2017 3:00,0,8,18,3,0,6,Summer,summer-time,3:0,0
8/18/2017 3:15,0,8,18,3,15,6,Summer,summer-time,3:15,0
8/18/2017 3:30,0,8,18,3,30,6,Summer,summer-time,3:30,0
8/18/2017 3:45,0,8,18,3,45,6,Summer,summer-time,3:45,0
8/18/2017 4:00,0,8,18,4,0,6,Summer,summer-time,4:0,0
8/18/2017 4:15,0,8,18,4,15,6,Summer,summer-time,4:15,0
8/18/2017 4:30,0,8,18,4,30,6,Summer,summer-time,4:30,0
8/18/2017 4:45,0,8,18,4,45,6,Summer,summer-time,4:45,0
8/18/2017 5:00,0,8,18,5,0,6,Summer,summer-time,5:0,0
8/18/2017 5:15,0,8,18,5,15,6,Summer,summer-time,5:15,0
8/18/2017 5:30,0,8,18,5,30,6,Summer,summer-time,5:30,0
8/18/2017 5:45,0,8,18,5,45,6,Summer,summer-time,5:45,0
8/18/2017 6:00,0,8,18,6,0,6,Summer,summer-time,6:0,0
8/18/2017 6:15,0,8,18,6,15,6,Summer,summer-time,6:15,3.1
8/18/2017 6:30,0,8,18,6,30,6,Summer,summer-time,6:30,6.2
8/18/2017 6:45,0,8,18,6,45,6,Summer,summer-time,6:45,9.3
8/18/2017 7:00,0,8,18,7,0,6,Summer,summer-time,7:0,12.4
8/18/2017 7:15,0,8,18,7,15,6,Summer,summer-time,7:15,28.395
8/18/2017 7:30,0,8,18,7,30,6,Summer,summer-time,7:30,44.39
8/18/2017 7:45,0,8,18,7,45,6,Summer,summer-time,7:45,60.385
8/18/2017 8:00,0,8,18,8,0,6,Summer,summer-time,8:0,76.38
8/18/2017 8:15,0,8,18,8,15,6,Summer,summer-time,8:15,93.125
8/18/2017 8:30,0,8,18,8,30,6,Summer,summer-time,8:30,109.87
8/18/2017 8:45,0,8,18,8,45,6,Summer,summer-time,8:45,126.615
8/18/2017 9:00,0,8,18,9,0,6,Summer,summer-time,9:0,143.36
8/18/2017 9:15,0,8,18,9,15,6,Summer,summer-time,9:15,156.54
8/18/2017 9:30,0,8,18,9,30,6,Summer,summer-time,9:30,169.72
8/18/2017 9:45,0,8,18,9,45,6,Summer,summer-time,9:45,182.9
8/18/2017 10:00,0,8,18,10,0,6,Summer,summer-time,10:0,196.08
8/18/2017 10:15,0,8,18,10,15,6,Summer,summer-time,10:15,205.07
8/18/2017 10:30,0,8,18,10,30,6,Summer,summer-time,10:30,214.06
8/18/2017 10:45,0,8,18,10,45,6,Summer,summer-time,10:45,223.05
8/18/2017 11:00,0,8,18,11,0,6,Summer,summer-time,11:0,232.04
8/18/2017 11:15,0,8,18,11,15,6,Summer,summer-time,11:15,237.195
8/18/2017 11:30,0,8,18,11,30,6,Summer,summer-time,11:30,242.35
8/18/2017 11:45,0,8,18,11,45,6,Summer,summer-time,11:45,247.505
8/18/2017 12:00,0,8,18,12,0,6,Summer,summer-time,12:0,252.66
8/18/2017 12:15,0,8,18,12,15,6,Summer,summer-time,12:15,253.7225
8/18/2017 12:30,0,8,18,12,30,6,Summer,summer-time,12:30,254.785
